om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
175,1970,5,9,5/9/1970,18:40:00,3,MO,29,10,2,0,0,4,0,38.02,-92.75,38.07,-92.68,4.9,50,1,1,1,29,0,0,0,0
179,1970,5,9,5/9/1970,21:00:00,3,MO,29,11,0,0,0,1,0,37.02,-89.5,0,0,0.1,10,1,1,1,201,0,0,0,0
295,1970,6,12,6/12/1970,13:35:00,3,MO,29,16,0,0,0,1,0,39.28,-93.5,0,0,0.1,10,1,1,1,33,0,0,0,0
296,1970,6,12,6/12/1970,13:40:00,3,MO,29,17,1,0,0,2,0,39.47,-93.55,39.48,-93.5,2.3,50,1,1,1,33,0,0,0,0
298,1970,6,12,6/12/1970,14:00:00,3,MO,29,18,0,0,0,1,0,39.38,-93.25,0,0,0.1,10,1,1,1,33,0,0,0,0
299,1970,6,12,6/12/1970,14:40:00,3,MO,29,19,4,0,0,5,0,39.55,-92.88,39.72,-92.67,16.1,400,1,1,1,41,121,0,0,0
300,1970,6,12,6/12/1970,15:19:00,3,MO,29,20,3,1,0,6,0,39.73,-92.48,39.83,-92.38,8.5,200,1,1,1,121,0,0,0,0
302,1970,6,12,6/12/1970,16:00:00,3,MO,29,21,2,0,0,4,0,39.95,-92.22,0,0,2,50,1,1,1,205,0,0,0,0
303,1970,6,12,6/12/1970,16:30:00,3,MO,29,22,2,0,0,4,0,39.98,-91.78,40.02,-91.67,6.2,100,1,1,1,111,0,0,0,0
304,1970,6,12,6/12/1970,16:40:00,3,MO,29,23,3,0,0,5,0,39.15,-91.83,0,0,16,100,1,1,1,7,0,0,0,0
305,1970,6,12,6/12/1970,17:40:00,3,MO,29,24,2,0,0,4,0,39.28,-91.07,0,0,2.3,50,1,1,1,163,0,0,0,0
307,1970,6,12,6/12/1970,18:10:00,3,MO,29,25,1,0,0,5,0,39.38,-90.78,0,0,1.5,100,1,1,1,163,0,0,0,0
308,1970,6,12,6/12/1970,18:55:00,3,MO,29,26,1,1,0,4,0,38.65,-93.23,0,0,0.3,20,1,1,1,159,0,0,0,0
311,1970,6,13,6/13/1970,1:00:00,3,MO,29,27,1,0,0,4,0,38.37,-92.57,0,0,0.8,50,1,1,1,131,0,0,0,0
358,1970,6,19,6/19/1970,9:50:00,3,MO,29,28,1,0,0,3,0,36.95,-93.45,0,0,0.2,50,1,1,1,209,0,0,0,0
364,1970,6,20,6/20/1970,12:15:00,3,MO,29,29,2,2,0,4,0,39.72,-92.48,0,0,1.7,100,1,1,1,121,0,0,0,0
260,1970,6,1,6/1/1970,17:35:00,3,MO,29,15,1,0,0,4,0,38.83,-90.28,38.93,-90.28,5.7,50,2,0,1,0,0,0,0,0
452,1970,7,19,7/19/1970,19:45:00,3,MO,29,31,3,7,0,5,0,36.7,-91.4,0,0,5,200,1,1,1,149,0,0,0,0
398,1970,7,3,7/3/1970,13:15:00,3,MO,29,30,2,0,0,4,0,36.52,-89.6,0,0,2,50,1,1,1,143,0,0,0,0
498,1970,8,19,8/19/1970,13:55:00,3,MO,29,32,1,3,0,4,0,36.62,-93.35,0,0,0.5,100,1,1,1,209,0,0,0,0
529,1970,9,2,9/2/1970,16:03:00,3,MO,29,33,0,0,0,2,0,38.67,-94.07,0,0,0.5,30,1,1,1,101,0,0,0,0
549,1970,9,7,9/7/1970,15:20:00,3,MO,29,34,1,0,0,3,0,38.95,-92,0,0,0.1,17,1,1,1,27,0,0,0,0
550,1970,9,7,9/7/1970,17:30:00,3,MO,29,35,1,0,0,4,0,40.08,-93.27,0,0,0.1,20,1,1,1,211,0,0,0,0
818,1971,11,1,11/1/1971,9:30:00,3,MO,29,25,1,0,0,3,0,38.72,-92.08,0,0,0.3,30,1,1,1,27,0,0,0,0
819,1971,11,1,11/1/1971,17:30:00,3,MO,29,26,1,0,0,4,0,39.68,-94.23,0,0,1,27,1,1,1,49,25,0,0,0
871,1971,12,14,12/14/1971,22:00:00,3,MO,29,27,1,3,0,5,0,36.58,-94.45,36.85,-94.17,24.2,100,1,1,1,119,145,0,0,0
873,1971,12,14,12/14/1971,23:10:00,3,MO,29,28,2,22,1,6,0,37.03,-93.57,37.63,-93.1,48.3,200,1,1,1,43,77,167,59,0
877,1971,12,15,12/15/1971,2:20:00,3,MO,29,29,1,2,0,4,0,37.83,-90.68,0,0,0.8,100,1,1,1,221,0,0,0,0
878,1971,12,15,12/15/1971,2:30:00,3,MO,29,30,2,26,1,4,0,37.02,-89.85,37.25,-89.48,27,100,1,1,1,207,201,0,0,0
20,1971,2,4,2/4/1971,8:10:00,3,MO,29,1,1,0,0,3,0,36.98,-94.52,0,0,0.2,30,1,1,1,145,0,0,0,0
21,1971,2,4,2/4/1971,8:45:00,3,MO,29,2,1,0,0,4,0,37.27,-94.1,0,0,0.2,17,1,1,1,97,0,0,0,0
134,1971,3,14,3/14/1971,23:30:00,3,MO,29,3,2,0,0,5,0,37.32,-89.57,37.4,-89.5,6.6,23,1,1,1,31,0,0,0,0
135,1971,3,15,3/15/1971,0:30:00,3,MO,29,4,1,0,0,5,0,36.88,-89.23,36.9,-89.2,2.4,200,2,0,1,0,0,0,0,0
190,1971,4,27,4/27/1971,15:00:00,3,MO,29,5,1,0,0,4,0,37.83,-89.85,0,0,1.8,20,1,1,1,157,0,0,0,0
330,1971,5,24,5/24/1971,0:40:00,3,MO,29,12,2,0,0,5,0,37.85,-90.9,38.02,-90.48,25.4,50,1,1,1,221,187,0,0,0
380,1971,5,31,5/31/1971,19:35:00,3,MO,29,13,1,0,0,0,0,39,-94.28,0,0,0.1,17,1,1,1,95,0,0,0,0
218,1971,5,1,5/1/1971,19:00:00,3,MO,29,6,1,0,0,2,0,37.38,-92.65,0,0,0.3,50,1,1,1,229,0,0,0,0
232,1971,5,5,5/5/1971,17:45:00,3,MO,29,7,3,6,0,6,0,39.62,-93.1,39.7,-93.05,3.8,50,1,1,1,41,0,0,0,0
233,1971,5,5,5/5/1971,17:55:00,3,MO,29,8,3,60,1,6,0,37.08,-94.57,37.12,-94.33,13.1,70,1,1,1,97,0,0,0,0
236,1971,5,5,5/5/1971,18:05:00,3,MO,29,9,3,12,0,6,0,39.72,-92.98,39.73,-92.95,0.1,50,1,1,1,41,115,0,0,0
237,1971,5,5,5/5/1971,18:30:00,3,MO,29,10,1,0,0,4,0,37.27,-93.98,37.33,-93.8,11,50,1,1,1,109,57,0,0,0
501,1971,6,11,6/11/1971,11:05:00,3,MO,29,17,0,0,0,3,0,39.27,-92,0,0,0.2,17,1,1,1,7,0,0,0,0
519,1971,6,14,6/14/1971,18:50:00,3,MO,29,18,1,0,0,3,0,38.28,-92.48,0,0,2,50,1,1,1,131,0,0,0,0
563,1971,6,22,6/22/1971,18:00:00,3,MO,29,19,1,0,0,4,0,39.77,-93.52,0,0,0.5,50,1,1,1,117,0,0,0,0
387,1971,6,2,6/2/1971,9:00:00,3,MO,29,14,1,0,0,3,0,38.62,-93.93,0,0,0.1,17,1,1,1,101,0,0,0,0
388,1971,6,2,6/2/1971,11:05:00,3,MO,29,15,0,1,0,2,0,37.33,-94.42,0,0,0.5,17,1,1,1,97,0,0,0,0
467,1971,6,8,6/8/1971,0:50:00,3,MO,29,16,1,0,0,4,0,37.22,-93.98,0,0,0.8,120,1,1,1,109,0,0,0,0
618,1971,7,10,7/10/1971,10:43:00,3,MO,29,20,1,0,0,4,0,38.8,-91.03,0,0,0.3,77,1,1,1,219,0,0,0,0
631,1971,7,15,7/15/1971,2:00:00,3,MO,29,21,2,6,0,4,0,36.85,-89.35,0,0,1,33,1,1,1,133,0,0,0,0
632,1971,7,15,7/15/1971,2:20:00,3,MO,29,22,2,0,0,4,0,36.6,-89.23,0,0,0.2,17,1,1,1,133,0,0,0,0
658,1971,7,23,7/23/1971,18:12:00,3,MO,29,23,0,0,0,0,0,39.27,-93.97,0,0,0.1,10,1,1,1,177,0,0,0,0
684,1971,8,3,8/3/1971,13:00:00,3,MO,29,24,0,0,0,0,0,39.3,-93.8,0,0,0.1,10,1,1,1,177,0,0,0,0
740,1972,12,30,12/30/1972,0:15:00,3,MO,29,11,2,2,0,4,0,36.65,-94.05,36.7,-94.02,3.8,220,1,1,1,9,0,0,0,0
741,1972,12,30,12/30/1972,1:30:00,3,MO,29,10,1,0,0,4,0,39.88,-94.75,0,0,2,50,1,1,1,3,0,0,0,0
41,1972,3,1,3/1/1972,17:50:00,3,MO,29,1,1,0,0,4,0,37.58,-90.27,0,0,0.1,33,1,1,1,186,0,0,0,0
135,1972,4,12,4/12/1972,23:45:00,3,MO,29,2,2,7,0,6,0,36.67,-93.87,0,0,0.9,177,1,1,1,9,0,0,0,0
140,1972,4,13,4/13/1972,21:00:00,3,MO,29,3,1,1,0,4,0,37.92,-93.57,37.95,-93.47,5.4,50,1,1,1,185,85,0,0,0
161,1972,4,21,4/21/1972,15:15:00,3,MO,29,4,2,4,0,4,0,37.35,-90.73,37.52,-90.3,26,50,1,1,1,93,123,0,0,0
194,1972,4,30,4/30/1972,14:16:00,3,MO,29,5,0,0,0,0,0,38.78,-93.45,0,0,0.1,50,1,1,1,159,0,0,0,0
563,1972,7,27,7/27/1972,19:10:00,3,MO,29,7,1,1,0,4,0,38.03,-94.03,38.08,-94,3.6,50,1,1,1,185,0,0,0,0
471,1972,7,2,7/2/1972,15:30:00,3,MO,29,6,0,0,0,3,0,38.25,-94.12,38.28,-94.08,2.7,17,1,1,1,13,0,0,0,0
640,1972,9,7,9/7/1972,14:40:00,3,MO,29,8,0,0,0,3,0,38.57,-92.55,0,0,0.1,50,1,1,1,135,0,0,0,0
641,1972,9,7,9/7/1972,15:15:00,3,MO,29,9,1,0,0,4,0,38.77,-92.23,0,0,0.1,33,1,1,1,19,0,0,0,0
1006,1973,11,24,11/24/1973,4:45:00,3,MO,29,74,2,1,3,5,0,37.15,-91.35,0,0,1,60,1,1,1,203,0,0,0,0
1024,1973,11,24,11/24/1973,22:25:00,3,MO,29,75,2,6,2,5,0,36.43,-89.98,36.9,-89.13,57.3,10,1,1,1,69,143,133,0,0
1025,1973,11,24,11/24/1973,22:30:00,3,MO,29,76,0,0,0,4,0,36.78,-90.08,0,0,0.3,30,1,1,1,207,0,0,0,0
1084,1973,12,24,12/24/1973,15:30:00,3,MO,29,79,0,0,0,4,0,37.38,-93.95,0,0,0.3,10,1,1,1,57,0,0,0,0
1063,1973,12,4,12/4/1973,2:45:00,3,MO,29,77,0,0,0,4,0,36.7,-90.37,0,0,0.1,10,1,1,1,23,0,0,0,0
1064,1973,12,4,12/4/1973,6:30:00,3,MO,29,78,0,0,0,4,0,38.98,-92.23,0,0,0.1,10,1,1,1,19,0,0,0,0
3,1973,1,18,1/18/1973,13:55:00,3,MO,29,1,2,1,0,5,0,36.68,-90.83,36.72,-90.77,4.3,100,1,1,1,181,0,0,0,0
6,1973,1,18,1/18/1973,16:10:00,3,MO,29,2,1,1,0,4,0,36.88,-89.83,36.9,-89.75,4.7,100,1,1,1,207,0,0,0,0
80,1973,3,13,3/13/1973,20:20:00,3,MO,29,3,2,4,0,4,0,36.57,-93.33,0,0,2.5,300,1,1,1,209,0,0,0,0
81,1973,3,13,3/13/1973,21:05:00,3,MO,29,4,2,0,0,4,0,37,-92.82,0,0,2,50,1,1,1,67,0,0,0,0
82,1973,3,13,3/13/1973,21:46:00,3,MO,29,5,1,0,0,4,0,38.9,-92.28,38.98,-92.23,6.1,50,1,1,1,19,0,0,0,0
83,1973,3,13,3/13/1973,23:30:00,3,MO,29,6,1,1,0,4,0,39.08,-91.17,39.1,-91.15,0.1,50,1,1,1,113,0,0,0,0
116,1973,3,31,3/31/1973,11:25:00,3,MO,29,7,0,0,0,1,0,38.42,-93.78,0,0,0.1,10,1,1,1,83,0,0,0,0
165,1973,4,19,4/19/1973,13:00:00,3,MO,29,8,2,0,0,4,0,36.13,-89.87,0,0,2.5,10,1,1,1,155,0,0,0,0
175,1973,4,19,4/19/1973,17:00:00,3,MO,29,9,2,0,0,3,0,40.08,-94.4,40.17,-94.28,5.9,50,1,1,1,75,0,0,0,0
181,1973,4,19,4/19/1973,18:00:00,3,MO,29,10,2,0,0,3,0,39.7,-94.2,0,0,1,50,1,1,1,49,0,0,0,0
184,1973,4,19,4/19/1973,19:30:00,3,MO,29,11,4,5,0,4,0,38.53,-93.53,0,0,10,880,1,1,1,83,0,0,0,0
195,1973,4,20,4/20/1973,13:00:00,3,MO,29,12,0,0,0,3,0,38.08,-93.75,38.15,-93.68,5.7,17,1,1,1,185,0,0,0,0
196,1973,4,20,4/20/1973,13:08:00,3,MO,29,13,1,0,0,5,0,37.92,-93.83,0,0,13,17,1,1,1,185,0,0,0,0
197,1973,4,20,4/20/1973,13:10:00,3,MO,29,14,2,0,0,4,0,37.97,-93.85,38.03,-93.78,5.7,17,1,1,1,185,0,0,0,0
198,1973,4,20,4/20/1973,13:50:00,3,MO,29,15,1,0,0,3,0,38.9,-92.78,0,0,0.1,10,1,1,1,53,0,0,0,0
199,1973,4,20,4/20/1973,14:30:00,3,MO,29,16,3,0,0,4,0,37.57,-93.8,0,0,1,50,1,1,1,39,0,0,0,0
200,1973,4,20,4/20/1973,14:30:00,3,MO,29,17,3,0,0,3,0,38.42,-93.4,0,0,5,50,1,1,1,159,0,0,0,0
203,1973,4,20,4/20/1973,16:55:00,3,MO,29,18,2,0,0,4,0,39.32,-93.5,0,0,5,10,1,1,1,33,0,0,0,0
204,1973,4,20,4/20/1973,17:05:00,3,MO,29,20,1,0,0,4,0,38.02,-93.63,38.12,-93.5,9.8,10,1,1,1,185,0,0,0,0
205,1973,4,20,4/20/1973,17:15:00,3,MO,29,22,3,4,0,5,0,38.3,-93.28,38.57,-93.17,19.4,100,1,1,1,15,159,0,0,0
206,1973,4,20,4/20/1973,17:30:00,3,MO,29,21,4,3,1,4,0,39.93,-92.48,39.98,-92.43,3.8,440,1,1,1,121,0,0,0,0
207,1973,4,20,4/20/1973,18:00:00,3,MO,29,23,2,0,0,5,0,38.53,-93.22,0,0,2,10,1,1,1,15,0,0,0,0
208,1973,4,20,4/20/1973,18:25:00,3,MO,29,19,3,0,0,5,0,38.45,-93.47,38.57,-93.35,10.1,100,1,1,1,15,159,0,0,0
209,1973,4,20,4/20/1973,18:35:00,3,MO,29,24,2,0,0,4,0,38.83,-92.95,0,0,2.3,50,1,1,1,53,0,0,0,0
210,1973,4,20,4/20/1973,18:35:00,3,MO,29,25,3,0,0,5,0,40.43,-92.05,40.55,-91.95,9.5,440,1,1,1,199,0,0,0,0
211,1973,4,20,4/20/1973,19:25:00,3,MO,29,26,2,8,0,6,0,38.7,-93.18,0,0,2,50,1,1,1,159,0,0,0,0
212,1973,4,20,4/20/1973,22:40:00,3,MO,29,27,3,6,0,6,0,37.38,-93.97,37.45,-93.85,7.8,100,1,1,1,57,0,0,0,0
213,1973,4,21,4/21/1973,14:00:00,3,MO,29,28,4,1,0,5,0,40.33,-93.55,40.47,-93.32,14.6,440,1,1,1,129,171,0,0,0
222,1973,4,21,4/21/1973,21:35:00,3,MO,29,29,2,2,0,4,0,37.18,-94.28,0,0,5,100,1,1,1,97,0,0,0,0
257,1973,4,26,4/26/1973,6:16:00,3,MO,29,30,2,2,0,4,0,36.2,-90.17,0,0,2,100,1,1,1,69,0,0,0,0
377,1973,5,21,5/21/1973,16:50:00,3,MO,29,47,1,0,0,3,0,38.8,-93,0,0,0.5,50,1,1,1,53,0,0,0,0
431,1973,5,26,5/26/1973,16:30:00,3,MO,29,49,1,0,0,4,0,40.1,-92.55,0,0,5,50,1,1,1,1,0,0,0,0
435,1973,5,26,5/26/1973,18:00:00,3,MO,29,48,1,0,0,3,0,37.1,-92.4,0,0,2,50,1,1,1,229,0,0,0,0
436,1973,5,26,5/26/1973,18:50:00,3,MO,29,50,2,1,0,5,0,38.82,-92.17,0,0,3,50,1,1,1,19,0,0,0,0
438,1973,5,26,5/26/1973,20:05:00,3,MO,29,51,1,0,0,0,0,37.58,-90.72,0,0,1,50,1,1,1,93,0,0,0,0
443,1973,5,26,5/26/1973,21:30:00,3,MO,29,52,2,0,0,5,0,38.65,-90.45,0,0,1,100,1,1,1,189,0,0,0,0
445,1973,5,26,5/26/1973,22:30:00,3,MO,29,53,0,0,0,0,0,39.42,-92.48,0,0,0.1,10,1,1,1,175,0,0,0,0
446,1973,5,26,5/26/1973,22:30:00,3,MO,29,54,1,0,0,0,0,37.45,-90.72,0,0,3,210,1,1,1,93,0,0,0,0
447,1973,5,26,5/26/1973,23:00:00,3,MO,29,55,2,0,0,0,0,37.42,-90.18,0,0,3,200,1,1,1,123,0,0,0,0
448,1973,5,27,5/27/1973,2:00:00,3,MO,29,56,1,0,0,5,0,36.22,-90.07,0,0,0.5,30,1,1,1,69,0,0,0,0
276,1973,5,1,5/1/1973,13:30:00,3,MO,29,31,2,0,0,3,0,39.1,-93.6,0,0,0.5,50,1,1,1,107,0,0,0,0
279,1973,5,1,5/1/1973,13:50:00,3,MO,29,32,1,0,0,2,0,39.43,-91.67,0,0,0.5,100,1,1,1,173,0,0,0,0
281,1973,5,1,5/1/1973,14:50:00,3,MO,29,33,1,0,0,3,0,40.4,-92.6,0,0,1,50,1,1,1,197,0,0,0,0
282,1973,5,1,5/1/1973,16:20:00,3,MO,29,34,1,0,0,2,0,40.5,-92.5,0,0,1,20,1,1,1,197,171,0,0,0
283,1973,5,1,5/1/1973,20:30:00,3,MO,29,35,3,20,2,6,0,40.42,-91.73,40.45,-91.67,3.6,440,1,1,1,45,0,0,0,0
304,1973,5,7,5/7/1973,12:20:00,3,MO,29,37,2,0,0,4,0,39.3,-94.4,0,0,0.5,20,1,1,1,47,0,0,0,0
306,1973,5,7,5/7/1973,13:45:00,3,MO,29,38,1,0,0,4,0,36.5,-92.3,0,0,5,50,1,1,1,153,0,0,0,0
308,1973,5,7,5/7/1973,14:25:00,3,MO,29,36,2,1,0,4,0,36.73,-92.07,36.75,-91.93,7.4,100,1,1,1,91,0,0,0,0
309,1973,5,7,5/7/1973,16:05:00,3,MO,29,39,2,0,0,5,0,37.4,-90.47,37.57,-90.3,14.6,100,1,1,1,123,0,0,0,0
310,1973,5,7,5/7/1973,16:45:00,3,MO,29,40,0,0,0,4,0,37.62,-93.42,0,0,1,50,1,1,1,167,0,0,0,0
311,1973,5,7,5/7/1973,16:45:00,3,MO,29,41,1,0,0,3,0,39.3,-91,0,0,1,50,1,1,1,163,0,0,0,0
312,1973,5,7,5/7/1973,16:50:00,3,MO,29,42,3,7,0,5,0,36.75,-90.35,36.83,-89.72,36,100,1,1,1,23,207,0,0,0
313,1973,5,7,5/7/1973,17:10:00,3,MO,29,43,2,0,0,4,0,38.47,-90.2,0,0,0.5,50,1,1,1,189,0,0,0,0
314,1973,5,7,5/7/1973,17:15:00,3,MO,29,44,1,0,0,3,0,37.7,-90,0,0,1,50,1,1,1,157,0,0,0,0
323,1973,5,7,5/7/1973,19:25:00,3,MO,29,45,0,0,0,2,0,37.38,-89.67,0,0,0.3,27,1,1,1,31,0,0,0,0
324,1973,5,7,5/7/1973,20:30:00,3,MO,29,46,2,0,0,2,0,37.1,-89.92,0,0,0.3,27,1,1,1,207,0,0,0,0
629,1973,6,16,6/16/1973,15:45:00,3,MO,29,65,2,14,0,6,0,39.77,-94.83,0,0,6,10,1,1,1,21,0,0,0,0
675,1973,6,19,6/19/1973,16:15:00,3,MO,29,66,1,1,0,5,0,36.75,-90.38,0,0,1,300,1,1,1,23,0,0,0,0
530,1973,6,2,6/2/1973,14:40:00,3,MO,29,57,1,0,0,0,0,37.45,-89.67,0,0,0.1,10,1,1,1,31,0,0,0,0
544,1973,6,2,6/2/1973,23:30:00,3,MO,29,58,1,0,0,4,0,36.58,-91.98,0,0,1,100,1,1,1,91,0,0,0,0
553,1973,6,3,6/3/1973,18:00:00,3,MO,29,59,2,0,0,4,0,37.85,-90.52,0,0,0.1,50,1,1,1,187,0,0,0,0
565,1973,6,4,6/4/1973,12:00:00,3,MO,29,60,0,0,0,0,0,36.75,-90.83,0,0,0.1,10,1,1,1,35,0,0,0,0
578,1973,6,4,6/4/1973,18:45:00,3,MO,29,61,1,0,0,4,0,38.25,-92.08,0,0,0.5,200,1,1,1,169,0,0,0,0
582,1973,6,4,6/4/1973,20:30:00,3,MO,29,62,1,0,0,0,0,38.75,-90.58,0,0,0.1,10,1,1,1,183,0,0,0,0
584,1973,6,4,6/4/1973,21:00:00,3,MO,29,63,1,0,0,0,0,38.35,-90.62,0,0,0.1,10,1,1,1,99,0,0,0,0
587,1973,6,4,6/4/1973,22:15:00,3,MO,29,64,2,1,0,5,0,37.95,-91.77,0,0,0.3,100,1,1,1,161,0,0,0,0
792,1973,7,18,7/18/1973,17:30:00,3,MO,29,68,1,0,0,0,0,39.35,-94.07,0,0,0.1,10,1,1,1,177,0,0,0,0
793,1973,7,20,7/20/1973,17:30:00,3,MO,29,69,1,0,0,3,0,38.82,-91.93,0,0,1,50,1,1,1,27,0,0,0,0
805,1973,7,23,7/23/1973,16:30:00,3,MO,29,70,1,0,0,2,0,38.7,-90.28,0,0,0.2,50,1,1,1,189,0,0,0,0
777,1973,7,9,7/9/1973,14:30:00,3,MO,29,67,0,0,0,0,0,36.77,-89.33,0,0,0.1,10,1,1,1,133,0,0,0,0
922,1973,9,24,9/24/1973,23:00:00,3,MO,29,72,1,0,0,5,0,37.2,-93.85,0,0,2,100,1,1,1,109,0,0,0,0
942,1973,9,27,9/27/1973,14:30:00,3,MO,29,73,1,0,0,0,0,37.17,-94.3,0,0,0.1,10,1,1,1,97,0,0,0,0
885,1973,9,4,9/4/1973,2:00:00,3,MO,29,71,1,1,0,4,0,38.4,-94.33,0,0,2,50,1,1,1,13,0,0,0,0
49,1974,3,8,3/8/1974,1:30:00,3,MO,29,1,1,0,0,4,0,39.57,-93.93,39.78,-93.5,27.4,100,1,1,1,25,117,0,0,0
280,1974,4,13,4/13/1974,16:00:00,3,MO,29,2,2,0,0,3,0,36.87,-94.5,0,0,0.5,100,1,1,1,145,0,0,0,0
281,1974,4,13,4/13/1974,17:15:00,3,MO,29,3,3,0,0,4,0,39.9,-92.27,39.92,-92.23,0.1,50,1,1,1,205,0,0,0,0
283,1974,4,13,4/13/1974,17:45:00,3,MO,29,4,2,0,0,4,0,40.28,-91.5,40.32,-91.42,4.3,100,1,1,1,45,0,0,0,0
289,1974,4,13,4/13/1974,20:00:00,3,MO,29,5,2,0,0,4,0,36.95,-92.65,0,0,2,100,1,1,1,67,0,0,0,0
290,1974,4,13,4/13/1974,20:50:00,3,MO,29,6,2,2,0,4,0,37.02,-92.43,37.1,-92.3,9.2,177,1,1,1,229,0,0,0,0
291,1974,4,13,4/13/1974,21:00:00,3,MO,29,7,2,0,0,5,0,37.18,-92,37.28,-91.97,7.1,150,1,1,1,215,0,0,0,0
292,1974,4,14,4/14/1974,0:10:00,3,MO,29,8,2,0,0,5,0,38.05,-91.4,38.08,-91.28,6.5,100,1,1,1,55,0,0,0,0
293,1974,4,14,4/14/1974,0:30:00,3,MO,29,9,2,0,0,0,0,37.77,-90.78,0,0,1.5,50,1,1,1,221,0,0,0,0
409,1974,5,13,5/13/1974,18:30:00,3,MO,29,10,1,0,0,4,0,39.92,-94.42,39.97,-94.28,7.8,50,1,1,1,63,0,0,0,0
419,1974,5,14,5/14/1974,15:30:00,3,MO,29,11,2,0,0,4,0,37.63,-89.63,0,0,1,177,1,1,1,157,0,0,0,0
450,1974,5,20,5/20/1974,18:40:00,3,MO,29,12,1,0,0,4,0,36.92,-89.33,0,0,0.5,50,1,1,1,133,0,0,0,0
458,1974,5,23,5/23/1974,19:30:00,3,MO,29,13,1,0,0,4,0,36.97,-93.72,0,0,0.1,10,1,1,1,109,0,0,0,0
571,1974,6,8,6/8/1974,19:00:00,3,MO,29,14,0,0,0,4,0,40.22,-94.55,0,0,0.1,10,1,1,1,75,0,0,0,0
575,1974,6,8,6/8/1974,21:30:00,3,MO,29,17,1,6,0,6,0,36.85,-94.4,0,0,1,150,1,1,1,145,0,0,0,0
577,1974,6,8,6/8/1974,21:40:00,3,MO,29,16,0,0,0,4,0,37.07,-94.12,0,0,0.1,10,1,1,1,97,0,0,0,0
578,1974,6,8,6/8/1974,21:40:00,3,MO,29,18,1,0,0,0,0,36.9,-94.33,0,0,2,50,1,1,1,145,0,0,0,0
579,1974,6,8,6/8/1974,22:00:00,3,MO,29,15,1,0,0,4,0,40.2,-95.05,40.28,-94.88,10.1,400,1,1,1,147,0,0,0,0
805,1974,8,13,8/13/1974,16:50:00,3,MO,29,19,0,0,0,4,0,38.6,-92.73,0,0,0.1,10,1,1,1,135,0,0,0,0
806,1974,8,13,8/13/1974,16:55:00,3,MO,29,20,0,0,0,4,0,38.65,-92.7,0,0,0.1,10,1,1,1,135,0,0,0,0
892,1975,11,29,11/29/1975,16:30:00,3,MO,29,15,1,0,0,4,0,39.77,-94.85,0,0,3,150,1,1,1,21,0,0,0,0
893,1975,11,29,11/29/1975,18:10:00,3,MO,29,16,0,0,0,5,0,39.23,-93.83,0,0,8,50,1,1,1,177,33,0,0,0
908,1975,12,14,12/14/1975,3:30:00,3,MO,29,18,1,0,0,3,0,39.73,-94,0,0,0.7,20,1,1,1,25,0,0,0,0
898,1975,12,5,12/5/1975,1:40:00,3,MO,29,17,1,0,0,4,0,39.37,-94.88,39.37,-94.78,4.9,27,1,1,1,165,0,0,0,0
98,1975,3,7,3/7/1975,0:27:00,3,MO,29,1,2,4,0,5,0,38.5,-90.3,0,0,0.1,20,1,1,1,189,0,0,0,0
228,1975,4,23,4/23/1975,14:40:00,3,MO,29,2,4,3,1,6,0,39.7,-93.97,39.77,-93.77,11.4,400,1,1,1,25,0,0,0,0
231,1975,4,23,4/23/1975,15:45:00,3,MO,29,3,3,2,0,5,0,39.73,-93.35,39.78,-93.08,14,500,1,1,1,115,0,0,0,0
232,1975,4,23,4/23/1975,16:40:00,3,MO,29,4,4,4,1,6,0,39.68,-92.67,39.67,-92.13,28.2,1700,1,1,1,121,205,0,0,0
233,1975,4,23,4/23/1975,18:30:00,3,MO,29,5,2,0,0,4,0,39.62,-91.53,39.58,-91.4,7.3,10,1,1,1,173,0,0,0,0
234,1975,4,24,4/24/1975,5:15:00,3,MO,29,6,1,1,0,4,0,37.08,-93.23,0,0,0.1,30,1,1,1,43,0,0,0,0
235,1975,4,24,4/24/1975,5:30:00,3,MO,29,7,1,0,0,4,0,37.05,-93.27,0,0,0.1,30,1,1,1,43,0,0,0,0
240,1975,4,24,4/24/1975,18:40:00,3,MO,29,8,4,22,3,7,0,36.83,-94.58,36.87,-94.37,11.9,500,1,1,1,145,0,0,0,0
505,1975,6,5,6/5/1975,7:30:00,3,MO,29,9,2,4,0,6,0,36.75,-90.4,0,0,1,100,1,1,1,23,0,0,0,0
728,1975,7,19,7/19/1975,20:00:00,3,MO,29,10,0,0,0,3,0,38.92,-92.68,0,0,0.3,30,1,1,1,53,0,0,0,0
781,1975,8,16,8/16/1975,19:00:00,3,MO,29,11,1,0,0,5,0,40.05,-92.08,39.92,-91.83,16,100,1,1,1,103,127,0,0,0
825,1975,9,10,9/10/1975,12:55:00,3,MO,29,12,2,5,0,6,0,37.2,-93.33,0,0,0.3,50,1,1,1,77,0,0,0,0
829,1975,9,11,9/11/1975,12:45:00,3,MO,29,13,2,0,0,5,0,37.33,-91.97,0,0,0.3,40,1,1,1,215,0,0,0,0
846,1975,9,30,9/30/1975,15:30:00,3,MO,29,14,1,0,0,0,0,37.9,-92.75,0,0,0.3,20,1,1,1,29,0,0,0,0
43,1976,2,21,2/21/1976,0:15:00,3,MO,29,1,1,1,0,4,0,37.12,-92.27,0,0,0.3,50,1,1,1,229,0,0,0,0
